STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,YEAR,MONTH,PRCP,TAVG
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,7,24.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1988,7,0,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1992,2,0.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1992,4,0.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1993,3,2.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1994,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1994,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1994,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1994,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,9,4.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,10,24.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,11,15.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1995,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1996,12,26.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,1,11.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,2,1.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,3,1.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,4,35.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,5,1.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,6,1.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,7,41.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,8,19.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,9,17.7,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,10,19.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,11,3.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1997,12,8.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,2,5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,3,1.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,4,9.4,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,5,6.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,6,19.4,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,7,17.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,8,25.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,9,0.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,10,17.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,11,13.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1998,12,5.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,1,15.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,2,12.7,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,3,28.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,4,10.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,5,23.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,6,10.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,7,4.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,8,22.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1999,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2000,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2001,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,11,8.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2002,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,2,1.7,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,7,16.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,8,45.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2003,12,10.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2004,12,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,1,1.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,2,14.4,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,3,7.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,4,10.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,6,13.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,8,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2005,12,,-18
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,2,,-23.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,7,,6.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,8,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,9,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,10,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2006,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2007,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2007,6,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2008,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2008,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2008,9,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2009,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2010,2,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2010,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2010,7,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2011,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2012,1,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2012,3,,-27.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2012,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2012,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,3,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,5,,-7.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,6,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,7,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,8,,4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,9,,-2.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,10,,-7.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,11,,-18
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2013,12,,-22.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,1,,-17.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,2,,-22.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,3,,-22.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,5,,-5.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,6,,3.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,7,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,8,,5.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,9,,-1.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,10,,-8.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,11,,-14.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2014,12,,-21.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,3,,-22.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,5,,-3.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,6,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,7,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,8,,4.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,9,,-1.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,10,,-8.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,11,,-16.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2015,12,,-25.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,1,,-21
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,2,,-22.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,3,,-20.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,4,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,5,,-4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,6,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,7,,8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,8,,6.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,9,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,10,,-11.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,11,,-12.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2016,12,,-21.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,1,,-24.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,2,,-24.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,3,,-26.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,4,,-15.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,5,,-4.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,6,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,7,,7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,8,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,9,,-2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,10,,-8.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,11,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2017,12,,-16
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,1,,-22.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,2,,-24.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,3,,-25.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,4,,-15.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,7,,4.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,8,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,9,,-2.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,10,,-10.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2018,12,,-21.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,1,,-24.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,2,,-24.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,3,,-25.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,4,,-15.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,5,,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,6,,5.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,7,,10.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,8,,7.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,2019,9,,1.2
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,1,11.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,2,1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,4,14.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,5,1.9,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,6,1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,7,29.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,8,20.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,9,10.7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,10,13.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,11,7.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1982,12,5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,1,0.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,2,7.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,3,4.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,4,11.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,5,12.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,6,21.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,7,61.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,8,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,9,16.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,10,6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,11,1.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1983,12,3.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,1,0.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,2,0.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,3,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,4,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,5,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,6,1.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,7,26.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,8,7.9,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,9,10.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,10,5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,11,19.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1984,12,11.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,1,7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,2,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,3,1.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,4,11.9,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,5,6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,6,11.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,7,6.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,8,45.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,9,9.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,10,47.7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,11,14.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1985,12,1.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,1,13.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,2,64.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,3,15.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,4,2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,5,10.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,6,4.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,7,15.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,8,56.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,9,58.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,10,4.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,11,5.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1986,12,4.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,1,34.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,2,4.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,3,1.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,4,2.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,5,5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,6,2.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,7,18.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,8,76.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,9,58.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,10,11,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,11,19.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1987,12,3.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,1,4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,2,9.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,3,5.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,4,5.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,5,0.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,6,13.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,7,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,8,30.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,9,53.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,10,19.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,11,29.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1988,12,0.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,1,1.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,2,0.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,3,0.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,4,11.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,5,3.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,6,16.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,7,26.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,8,56.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,9,73.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,10,32.7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,11,6.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1989,12,10.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,1,9.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,2,0.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,3,2.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,4,1.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,5,0.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,6,1.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,7,14.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,8,13,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,9,2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,10,21,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,11,3.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1990,12,0.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,1,19.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,2,19.7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,3,6.2,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,4,1.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,5,0,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,6,18.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,7,15.7,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,8,16,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,9,3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,10,21,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,11,21.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1991,12,4.9,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,1,9,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,2,3.1,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,3,8.3,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,4,0.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,5,16.8,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,6,2.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,7,63.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,8,13.6,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,9,2.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,10,17.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,11,5.5,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1992,12,2.4,
GLE00146841,"PITUFFIK, GL",76.5331,-68.75,77,1993,1,13.7,
